1000 5000
Civitavecchia IsolaDelLiri 352.64
RomettaMarea SclafaniBagni 412.81
Castagnito DonniciInferiore 955.94
Dosso Massiola 217.01
Calizzano Dipignano 3854.07
Roccabianca SanNazzaro 1311.92
Mapello Morino 1109.02
Casalgrasso Castelcucco 1006.2
Follina Oliena 2531.09
Gavi SanNazario 519.55
IstiaD'Ombrone-LeStiacciole Precenicco 997.73
Campomaggiore Carnate 1881.33
Arona Vita 879.41
Corniglio Stigliano 2703.26
Cesinali Montechiarugolo 2207.6
CastiglioneOlona Roburent 99.63
Pettineo Rombiolo 463.64
Frattaminore Tufino 53.76
Busachi Curcuris 63.82
Giuncugnano Spartimento 780.05
Valli VaranoDe'Melegari 906.29
LongoneSabino NoviLigure 322.9
Craco-Sant'Angelo Prepotto 2177.01
Lustra SanZenoNaviglio 716.1
MontorioAlVomano RonchiDiCampanile 1260.97
Cannalonga Treviglio 2706.97
CasalettoLodigiano SantaGiuletta 74.86
Esanatoglia Intragna 2115.17
Alba Castelfranci 3077.85
RomettaMarea Senigallia 2147.39
Cervesina Pianoro 145.68
Squinzano Strigno 3549.96
Montegranaro Valfenera 578.22
Foglizzo Tettorosso 402.41
Baraggia MarinaDiSchiavonea 1886.64
Casabona VicoEquense 328.63
Saludecio TorreDe'Picenardi 696.22
FabroScalo SanMauroDiSaline 811.43
SanPietroMussolino Zogno 691.96
Como Sinio 667.78
GricignanoDiAversa VillaCastelli 422.06
CerretoLaziale Sueglio 1830.08
PuegnagoSulGarda Toritto 2611.1
Conscenti Precenicco 256.27
SanZenoNaviglio Soiano 73.79
Arpaise Massiola 2340.1
Monteverde Perledo 2801.4
BrindisiMontagna Carnate 1258.07
Crognaleto SanChiricoNuovo 387.0
CasaleCorteCerro Torriglia 352.43
Sanguinetto Torriglia 366.17
RiesePioX Voltana 506.79
Buscoldo Mazzano 130.11
Erbezzo Roncone 104.43
Piscina RivaltaBormida 337.06
Onanì Squinzano 3519.67
LeForna Sorico 1433.84
Prati Usini 2725.62
GricignanoDiAversa Moglia 1229.61
Mezzenile Sospiro 815.9
Alliste Amato 894.04
Gragnano Pioraco 890.22
Bolotana Onè 1605.88
Corropoli VillanovaDelBattista 737.37
Porto Sant'ArcangeloTrimonte 139.44
Baragiano Dosso 574.76
Cagnò VigaranoMainarda 611.15
Bistagno Cicciano 2291.32
FalernaScalo Sanguinetto 2633.94
Pernumia Valfloriana 360.97
Folzano Perrero 987.65
Petriano SanPietro 240.18
Folzano SanGiuseppeLePrata-Cotropagno 1438.74
Acerra Prepotto 1160.16
Cedrasco SanMarcoD'Alunzio 3941.16
Cannalonga Sant'Antonio 1638.53
Giacalone Scansano 579.88
Erbezzo SabbioChiese 146.07
Latiano Squinzano 82.75
CerretoLanghe Fontainemore 335.34
Carrodano Lumellogno 431.85
GaglianoCastelferrato Mercatale-SanQuirico 3047.68
Forano Saonara 1204.11
LugagnanoValD'Arda Ponti 601.35
Fontanella Lavinaio-Monterosso 3539.07
Donnalucata RiesePioX 1288.95
Briosco Maschito 2108.22
PolizziGenerosa VillanovaDelBattista 950.61
Andali Bogogno 4273.59
Anagni SanMauroTorinese 2674.8
Montegaldella Roccabianca 261.16
CastiglioneOlona SanteramoInColle 2996.06
BaldisseroTorinese SanBellino 1238.77
Montalenghe Teverola 2190.84
Futani SanNazzaroSesia 763.29
Moglia Villaga 246.0
Falerone SanMauroTorinese 2490.53
Moiola Renazzo 595.37
BorghettoDiBorbera Soiano 145.02
Dovera Zumaglia 355.7
SantoStefanoQuisquina Vita 216.13
Condofuri Olmeneta 914.49
Vieste Zaccanopoli 1012.57
Sairano TravedonaMonate 187.23
Perrero PolizziGenerosa 3812.04
Cagnò MombelloDiTorino 272.11
Sambuco Spirano 1246.31
Collelongo Fanna 583.4
Carema Portula 40.73
Arona Marsala 1233.71
Merano Padru 584.88
Canegrate Casto 456.4
CasascoIntelvi Mesenzana 121.57
Montagne Prepotto 1172.77
Esanatoglia Milis 851.13
Fiumalbo-Dogana Nerviano 631.64
Cirimido Grottaminarda 1548.83
PolpenazzeDelGarda Roburent 1183.38
SelvaDeiMolini VillanovaMarchesana 580.5
Colombella MontorioRomano 211.02
Maccagno VillaMusone 992.59
Centrache SanCostantinoCalabro 127.49
Alessano SerenDelGrappa 2461.24
Meolo Siddi 2809.37
Broccostella Teramo 189.17
Quartiano Torrebelvicino 229.65
Narcao Pontelandolfo 2269.1
Grottolella Rebaudengo 3087.77
Castelfondo TorreDe'Passeri 1132.39
Massanzago-Ca'Baglioni-SanDono Valenza 770.75
Erbezzo SanLorenzoNuovo 198.42
Casteggio Noto 1773.97
Spirano Torrebelvicino 475.25
Caldarola FiumefreddoSicilia 1316.84
Biandronno Corniglio 500.31
OrioAlSerio Roccamonfina 2190.12
Aviatico Mezzocorona 579.06
Calasca-Castiglione SettimoMilanese 248.4
Cuggiono Nociglia 1770.0
MottaSant'Anastasia Piattoni-VillaSant'Antonio 501.84
Revere StagnoLombardo 153.94
Canalicchio Palizzi 215.29
Bolotana SanBellino 1335.24
Acerra SanNazzaroSesia 1384.57
Cominio Cornovecchio 919.09
Toirano Trevenzuolo 438.2
Alliste ArcinazzoRomano 608.32
Onzo Vercana 336.59
OrioAlSerio Vaiano 945.66
Durazzano Sant'AndreaApostoloDelloIonio 291.38
Biccari Noto 1584.07
Ailoche SanNazzaro 1535.25
Sassetta Torriglia 754.16
Cannara Sinio 480.15
Cornovecchio VillaVicentina 745.76
Nerola TaibonAgordino 1805.35
Mercallo Sesto 569.63
Ballabio Poggiorsini 2721.25
SantaCristinaValgardena TonezzaDelCimone 270.64
Caltana MacchiaD'Isernia 981.16
FiglineValdarno SanBellino 480.87
Braies Tettorosso 1662.98
Parre SanPietro 142.63
CastelnuovoDiCeva Genuri 309.28
FiglineValdarno Venturina 208.94
BagnoliDiSopra NoviLigure 468.41
Carema Darfo 828.62
Baradili Palanzano 1159.37
Guardistallo Sanguinetto 256.64
BarrieraDiMilano Morgex 215.49
CastelfrancoEmilia Valfenera 1214.47
Dovera Montiglio 244.49
Canalicchio Torpè 895.46
Mestre Montiglio 658.95
Esanatoglia Treviglio 406.4
CasascoIntelvi Forchia 662.94
Mamoiada Sospiro 970.02
Cepagatti Mondolfo 383.78
BarrieraDiMilano SanLorenzoAlMare 167.12
Marconia SanNazario 2979.17
Perledo Sorico 18.8
Curtarolo Leonessa 1024.41
Desulo Montiglio 1140.92
Posina Sant'Ippolito 980.57
Monteviale Ponzano 118.8
CornedoVicentino Mapello 499.93
Franche LidoAdriano 730.68
Alliste MonteArgentario 1183.36
PramaggioreBlessaglia Sairano 371.65
BorgaroTorinese Castelsaraceno 1151.57
Corropoli PianoDiMommio 769.57
MonteleoneDiPuglia Teggiano-Macchiaroli 103.02
Conselice SilvanoD'Orba 205.22
Dosolo Progresso 70.72
PianaDegliAlbanesi SanLuca 395.38
Basiliano Trevi 617.87
Divignano Perrero 125.68
Moiola Torresina 272.05
CastelnuovoDiCeva Spadafora 3781.29
Ca'Morosini Cassacco 533.71
Cellole Torriglia 1511.78
Sant'AndreaApostoloDelloIonio VillaFontana 1214.53
Bagnoli Giave 854.34
Cascinare Ciminna 2300.96
BellanteStazione PonzanoDiFermo 106.1
SanNazario Senigallia 637.41
MontorioRomano ProgettoCaseSassaNsi 236.46
Fiumalbo-Dogana Pettineo 2586.58
Caldes Carnate 272.81
Offanengo Posina 322.43
Follina SanSevero 1879.23
Colorina SanFiorDiSopra 791.94
Formigliana Pomponesco 467.78
MilanoDue SanGiorgioInSalici 538.58
Leonessa SantoStefanoDiCamastra 264.13
GiaccianoConBaruchella Montegaldella 143.31
VicoEquense VillapianaLido 851.65
Masera Migliarina 273.13
ConcordiaSullaSecchia Taverna 2087.19
Montese RoncoCanavese 983.1
Portalbera Rovagnate 224.65
Ruda Vimercate 900.46
Confienza SanCristoforo 248.96
Caldonazzo Cassinelle-Concentrico 1325.29
Grottolella Miggiano 1472.37
Campospinoso Portula 249.64
CerretoLanghe Nociglia 2749.22
Alliste Trebbo 1190.73
Giave SpignoSaturniaSuperiore 474.14
Lumezzane TravedonaMonate 658.39
Marcaria Nicotera 3366.96
Casalzuigno FalernaScalo 3409.77
Ardesio SerenDelGrappa 758.74
CampoDiCarne SabbioChiese 1569.23
MugnanoDiNapoli Sinio 2376.34
Condofuri SanGabriele-Mondonuovo 1580.74
Antey-Saint-Andrè VicoEquense 1261.59
Rezzato Stintino 2002.47
CampagnolaEmilia Milis 1149.11
Mapello Molinella 208.38
Campochiesa CapezzanoInferiore 2661.52
MezzanaRabattone Spinete 2532.2
FrancavillaD'Ete Maretto 1844.99
Lauregno SantaGiuletta 248.04
Ardesio Buscoldo 427.87
Bisacquino Offanengo 1111.47
Barra Palagianello 671.18
Bucine Rosolina 710.2
Madignano PuegnagoSulGarda 341.71
Conscenti MezzanaRabattone 303.31
Vercana Villaseta 3893.25
Belvedere-PianoTavola Motteggiana 3433.81
Civitavecchia TaibonAgordino 1469.19
Cascinare Presicce 2262.02
Genzone Villaga 221.21
ButtiglieraAlta Larino 2084.76
Canelli MottaSant'Anastasia 4110.55
MassaD'Albe-Corona Rovagnate 797.63
Borgoforte Gavignano 406.67
Mentana SanLuca 1887.09
Corniglio Mattarello 667.53
Progresso Vaiano 100.11
Como Giave 1845.79
Soiano Temù 309.43
Nociglia SamMarino 3141.01
CampoMarzio Cervesina 478.9
Bulgorello SanGiulianoDelSannio 889.31
Lentigione-SorboloAMane Seveso 432.75
Oliena PonteAPoppi 1390.38
Pescorocchiano Piangaiano 684.59
Alberi TorreDe'Passeri 880.04
Bolognano-Vignole Zuclo 47.98
Acri Bucine 2389.86
PianaDegliAlbanesi PuntaMarina 877.11
Baragiano Divignano 2862.89
Civezzano Gorreto 239.89
DolegnaDelCollio Torregrotta 535.23
Colombella MonasteroloCasotto 444.99
Lauriano SilvanoD'Orba 344.13
Mozzecane RivaltaBormida 515.28
BassanoBresciano PonteAPoppi 465.55
SanGabriele-Mondonuovo Trinitapoli 990.46
Acerra Olmeneta 1885.1
Arrone CaseNuove 1570.46
Ponti Saint-Christophe 419.91
Foligno Venturina 307.5
BoscoMarengo Vicalvi 1553.28
Stigliano VillaCastelli 504.89
Aviatico CastellettoD'Orba 243.51
Piano Vervio 2144.43
BadiaPavese RosignanoMarittimo 771.08
CaliceLigure CittàDellaPieve 404.53
TorreDe'Passeri Trevico 264.36
Sava Valdieri 736.33
Figliaro Pontechianale 889.54
PuosD'Alpago Sinio 1737.14
Cirimido Tettorosso 424.34
MirabellaImbaccari Morgex 1880.61
Ailano Carsoli 518.53
Manerbio Nicotera 3717.9
Broni Forlimpopoli 415.59
Eremo Triggiano 919.05
ButtiglieraAlta CasalCermelli 167.0
Favari-Avatanei PramaggioreBlessaglia 1012.88
Proves-Proveis SanBenedettoBelbo 1087.56
CastelnuovoDiCeva NizzaMillefonti 74.55
Carinola Manduria 1102.7
Montenars Vigasio 617.56
Cappone Mestre 392.74
Sarno Troia 122.32
Lumezzane TorreDe'Passeri 409.7
CampolongoAlTorre-Cavenzano CastelnuovoDiCeva 870.3
Busachi Zerbolò 1623.66
Castelcovati Spresiano 1029.09
Desulo Lumellogno 2058.48
Monzambano Neviglie 855.37
MontorioAlVomano Posina 1073.98
Crema Petrignano 913.39
MilanoDue SanMauroAMare 1073.39
Civezza Franche 3204.12
Canegrate Rebaudengo 253.3
Meolo Mercatale-SanQuirico 719.0
Buonvicino Conselice 1955.28
Carsoli Toirano 1902.53
CerretoLanghe Strigno 348.11
Carrodano Sagnino 385.01
Cicciano Ronago 2653.03
MontepulcianoStazione Salgareda 519.14
MaglianoInToscana PonteNelleAlpi 1338.05
Ayas Parre 392.92
Rezzato Sestola 431.61
Candelù SanMauroAMare 286.83
BorgoDiTerzo Maccagno 317.22
Cellole Foggia 109.19
Gosaldo Roccabianca 142.58
CasamicciolaTerme TonezzaDelCimone 1423.83
SanLorenzoDiSebato SanMauroDiSaline 519.25
CasalCermelli Pigna 77.87
Bobbio RuvoDiPuglia 2737.25
PonteNelleAlpi Zuclo 342.02
Alliste Montefiascone 798.32
Prati SanSevero 1478.4
BagnoRoselle CastiglioneOlona 406.77
Cesinali Fallo 154.9
CampoDiCarne Cras 866.53
Biccari Dovera 1981.54
Leno MilanoDue 163.63
Baragiano Sorico 1564.28
CastelRozzone Cosniga-Zoppè 652.98
Bessude MarinaDiSchiavonea 587.51
Dogliola Roncà 1878.08
Lumellogno Maretto 156.56
Cassacco MugnanoDiNapoli 966.24
Brogliano SanCristoforo 308.62
Braies Mestre 457.6
Lugo Montefusco 256.73
CountryPark VillaMusone 355.06
Campodarsego FieraDiPrimiero 213.18
Sant'ArcangeloTrimonte Sueglio 1865.75
Dosso LidoAdriano 173.82
Ciminna Ponti 780.66
Marcaria Triggiano 989.07
Alife PozzuoloMartesana 930.64
Galatina MadonnaDelSasso 4079.26
Magomadas MirabellaImbaccari 1195.95
Archi Genga 271.84
CastelnuovoDiCeva Lauriano 72.98
Bistagno SanZenoneAlPo 172.77
SanFratello Tavoleto 2042.23
Cornovecchio Mattarello 511.4
Lentigione-SorboloAMane Sueglio 603.52
Cerva Saletto-SanBartolomeo 1232.57
MontecalvoInFoglia Palanzano 618.58
BagnoRoselle Biandronno 1187.98
Carchitti Montiglio 1626.27
Monteflavio Selva 429.67
Stilo Teggiano-Macchiaroli 196.54
ButtiglieraAlta Sospiro 568.89
Cerano Colleranesco 1928.15
CandiaLomellina Montiglio 112.37
Pigna Triggiano 3045.52
Ala RonchiDiCampanile 213.71
Maccagno NoventaVicentina 914.8
Canalicchio CapoD'Orlando 130.74
GiaccianoConBaruchella Teramo 1160.51
Bova SclafaniBagni 741.28
Cunettone-Villa Vercana 534.83
PARTENZA Pettineo
DESTINAZIONE Cellole
TAPPE
SanLorenzoNuovo
Calatabiano
Manerbio
MarinaDiFuscaldo
Villagrande
AGGIORNAMENTI
Calatabiano Manerbio 1868.19
SanLorenzoNuovo Manerbio 291.82
Calatabiano MarinaDiFuscaldo 223.01
Manerbio MarinaDiFuscaldo 1792.84
Manerbio Villagrande 814.21
MarinaDiFuscaldo Manerbio 2458.2
SanLorenzoNuovo MarinaDiFuscaldo 1104.88
Calatabiano MarinaDiFuscaldo 754.32
Villagrande SanLorenzoNuovo 192.77
Calatabiano MarinaDiFuscaldo 485.61
MarinaDiFuscaldo Manerbio 2286.79
Villagrande Calatabiano 1535.54
Calatabiano SanLorenzoNuovo 1356.68
Villagrande Calatabiano 1134.83
MarinaDiFuscaldo Villagrande 1691.01
Villagrande Calatabiano 333.17
SanLorenzoNuovo MarinaDiFuscaldo 363.67
Manerbio MarinaDiFuscaldo 2156.71
Calatabiano SanLorenzoNuovo 2424.81
Villagrande Manerbio 1053.38
